f(CO2),,,,,,
1496,145,54,,,,
1496,148,56,,,,
2041,227,161,94,29,,
2041,227,161,95,29,,
2551,223,173,119,66,13,
2551,225,172,120,68,14,
3029,185,141,96,52,7,
3029,186,140,97,53,8,
3505,202,164,126,86,48,9
3505,203,164,125,88,48,10
